locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLDAINPC_00359	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
MLDAINPC_00360	CDS	990	sbp			Sulfate-binding protein
MLDAINPC_00361	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
MLDAINPC_00362	CDS	1335	yagG		COG2211	Putative glycoside/cation symporter YagG
MLDAINPC_00363	CDS	960		2.7.1.223		Aminoimidazole riboside kinase
MLDAINPC_00364	CDS	1041				hypothetical protein
MLDAINPC_00365	CDS	723	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
MLDAINPC_00366	CDS	165				hypothetical protein
MLDAINPC_00367	CDS	351				hypothetical protein
MLDAINPC_00368	CDS	1593	lsrK	2.7.1.189		Autoinducer-2 kinase
MLDAINPC_00369	CDS	960	lsrR			Transcriptional regulator LsrR
MLDAINPC_00370	CDS	1536	lsrA	7.6.2.13		Autoinducer 2 import ATP-binding protein LsrA
MLDAINPC_00371	CDS	1044	lsrC			Autoinducer 2 import system permease protein LsrC
MLDAINPC_00372	CDS	999	lsrD			Autoinducer 2 import system permease protein LsrD
MLDAINPC_00373	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
MLDAINPC_00374	CDS	876	lsrF	2.3.1.245		3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
MLDAINPC_00375	CDS	330	lsrG	5.3.1.32		(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
MLDAINPC_00376	CDS	765	lsrE	5.1.3.-		Putative epimerase LsrE
MLDAINPC_00377	CDS	768	tpiA	5.3.1.1		Triosephosphate isomerase
MLDAINPC_00378	CDS	597				hypothetical protein
MLDAINPC_00379	CDS	429				hypothetical protein
MLDAINPC_00380	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
MLDAINPC_00381	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
MLDAINPC_00382	CDS	1509	glpK_1	2.7.1.30	COG0554	Glycerol kinase
MLDAINPC_00383	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
MLDAINPC_00384	CDS	240	zapB		COG3074	Cell division protein ZapB
MLDAINPC_00385	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
MLDAINPC_00386	CDS	930	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
MLDAINPC_00387	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
MLDAINPC_00388	CDS	531	hslV	3.4.25.2		ATP-dependent protease subunit HslV
MLDAINPC_00389	CDS	882	ftsN		COG3087	Cell division protein FtsN
MLDAINPC_00390	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
MLDAINPC_00391	CDS	2199	priA	5.6.2.4	COG1198	Replication restart protein PriA
MLDAINPC_00392	CDS	213	rpmE		COG0254	Large ribosomal subunit protein bL31
MLDAINPC_00393	CDS	663				hypothetical protein
MLDAINPC_00394	CDS	1791	assT_2	2.8.2.22		Arylsulfate sulfotransferase AssT
MLDAINPC_00395	CDS	318	metJ		COG3060	Met repressor
MLDAINPC_00396	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
MLDAINPC_00397	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
MLDAINPC_00398	CDS	858	mscS_1		COG0668	Small-conductance mechanosensitive channel
MLDAINPC_00399	CDS	999				hypothetical protein
MLDAINPC_00400	CDS	1125				hypothetical protein
MLDAINPC_00401	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
MLDAINPC_00402	CDS	891	metF	1.5.1.54	COG0685	5,10-methylenetetrahydrofolate reductase
MLDAINPC_00403	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
MLDAINPC_00404	CDS	624				hypothetical protein
MLDAINPC_00405	CDS	1104	gldA_1	1.1.1.6	COG0371	Glycerol dehydrogenase
MLDAINPC_00406	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
MLDAINPC_00407	CDS	2502	fryA		COG1080	Multiphosphoryl transfer protein 1
MLDAINPC_00408	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
MLDAINPC_00409	CDS	321	fryB	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
MLDAINPC_00410	CDS	2298	pflD	4.2.1.-	COG1882	putative dehydratase PflD
MLDAINPC_00411	CDS	879	islB_1	1.97.1.-	COG1180	Isethionate sulfite-lyase activating enzyme
MLDAINPC_00412	CDS	354	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
MLDAINPC_00413	CDS	852	rhaR_2			HTH-type transcriptional activator RhaR
MLDAINPC_00414	CDS	1734	cptA	2.7.-.-		Phosphoethanolamine transferase CptA
MLDAINPC_00415	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MLDAINPC_00416	CDS	1152	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
MLDAINPC_00417	CDS	1005	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
MLDAINPC_00418	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MLDAINPC_00419	CDS	1377	argH	4.3.2.1	COG0165	Argininosuccinate lyase
MLDAINPC_00420	CDS	918	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
MLDAINPC_00421	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
MLDAINPC_00422	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
MLDAINPC_00423	CDS	360	yijD			Inner membrane protein YijD
MLDAINPC_00424	CDS	1101	trmA	2.1.1.-		tRNA/tmRNA (uracil-C(5))-methyltransferase
MLDAINPC_00425	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
MLDAINPC_00426	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
MLDAINPC_00427	CDS	255				hypothetical protein
MLDAINPC_00428	tRNA	77				tRNA-Ile(gat)
MLDAINPC_00429	tRNA	76				tRNA-Ala(tgc)
MLDAINPC_00430	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MLDAINPC_00431	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MLDAINPC_00432	CDS	927	coaA	2.7.1.33	COG1072	Pantothenate kinase
MLDAINPC_00433	tRNA	76				tRNA-Thr(tgt)
MLDAINPC_00434	tRNA	85				tRNA-Tyr(gta)
MLDAINPC_00435	tRNA	75				tRNA-Gly(tcc)
MLDAINPC_00436	tRNA	76				tRNA-Thr(ggt)
MLDAINPC_00437	CDS	1185	tufA_1	3.6.5.3	COG0050	Elongation factor Tu 1
MLDAINPC_00438	CDS	384	secE		COG0690	Protein translocase subunit SecE
MLDAINPC_00439	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
MLDAINPC_00440	CDS	429	rplK		COG0080	Large ribosomal subunit protein uL11
MLDAINPC_00441	CDS	705	rplA		COG0081	Large ribosomal subunit protein uL1
MLDAINPC_00442	CDS	498	rplJ		COG0244	Large ribosomal subunit protein uL10
MLDAINPC_00443	CDS	366	rplL		COG0222	Large ribosomal subunit protein bL12
MLDAINPC_00444	CDS	4029	rpoB			DNA-directed RNA polymerase subunit beta RpoB
MLDAINPC_00445	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
MLDAINPC_00446	CDS	279				hypothetical protein
MLDAINPC_00447	CDS	138				hypothetical protein
MLDAINPC_00448	CDS	1011	sseK1	2.4.1.-		Protein-arginine N-acetylglucosaminyltransferase SseK1
MLDAINPC_00449	CDS	1134	thiH	4.1.99.19		2-iminoacetate synthase
MLDAINPC_00450	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
MLDAINPC_00451	CDS	174	thiS		COG2104	Sulfur carrier protein ThiS
MLDAINPC_00452	CDS	759	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
MLDAINPC_00453	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
MLDAINPC_00454	CDS	1896	thiC	4.1.99.17		Phosphomethylpyrimidine synthase
MLDAINPC_00455	CDS	489	rsd		COG3160	Regulator of sigma D
MLDAINPC_00456	CDS	774	nudC	3.6.1.-	COG2816	NAD-capped RNA hydrolase NudC
MLDAINPC_00457	CDS	1065	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
MLDAINPC_00458	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
MLDAINPC_00459	CDS	591			COG3068	putative protein
MLDAINPC_00460	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
MLDAINPC_00461	CDS	693				hypothetical protein
MLDAINPC_00462	CDS	456	zraP			Signaling pathway modulator ZraP
MLDAINPC_00463	CDS	1587	zraS	2.7.13.3		Sensor histidine kinase ZraS
MLDAINPC_00464	CDS	1326	zraR			Transcriptional regulatory protein ZraR
MLDAINPC_00465	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MLDAINPC_00466	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
MLDAINPC_00467	CDS	255				hypothetical protein
MLDAINPC_00468	tRNA	76				tRNA-Glu(ttc)
MLDAINPC_00469	CDS	435	yjaB	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YjaB
MLDAINPC_00470	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
MLDAINPC_00471	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
MLDAINPC_00472	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
MLDAINPC_00473	CDS	1752	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
MLDAINPC_00474	CDS	435				hypothetical protein
MLDAINPC_00475	CDS	825	iclR		COG1414	Transcriptional repressor IclR
MLDAINPC_00476	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
MLDAINPC_00477	CDS	1632				hypothetical protein
MLDAINPC_00478	CDS	690	pepE	3.4.13.21		Peptidase E
MLDAINPC_00479	CDS	540				hypothetical protein
MLDAINPC_00480	CDS	870	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
MLDAINPC_00481	CDS	273				hypothetical protein
MLDAINPC_00482	CDS	942	panS			Pantothenate precursors transporter PanS
MLDAINPC_00483	CDS	729				hypothetical protein
MLDAINPC_00484	CDS	456				hypothetical protein
MLDAINPC_00485	CDS	606				hypothetical protein
MLDAINPC_00486	CDS	1746				hypothetical protein
MLDAINPC_00487	CDS	633				hypothetical protein
MLDAINPC_00488	CDS	1116				hypothetical protein
MLDAINPC_00489	CDS	360				hypothetical protein
MLDAINPC_00490	CDS	1548				hypothetical protein
MLDAINPC_00491	CDS	930	yfdH_1	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
MLDAINPC_00492	CDS	723				hypothetical protein
MLDAINPC_00493	CDS	1044				hypothetical protein
MLDAINPC_00494	CDS	210				hypothetical protein
MLDAINPC_00495	CDS	954				hypothetical protein
MLDAINPC_00496	CDS	2355				hypothetical protein
MLDAINPC_00497	CDS	318				hypothetical protein
MLDAINPC_00498	CDS	525				hypothetical protein
MLDAINPC_00499	CDS	1428				hypothetical protein
MLDAINPC_00500	CDS	198				hypothetical protein
MLDAINPC_00501	CDS	456				hypothetical protein
MLDAINPC_00502	CDS	315				hypothetical protein
MLDAINPC_00503	CDS	573	mltF_1			Membrane-bound lytic murein transglycosylase F
MLDAINPC_00504	CDS	288				hypothetical protein
MLDAINPC_00505	CDS	348				hypothetical protein
MLDAINPC_00506	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
MLDAINPC_00507	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
MLDAINPC_00508	CDS	246				hypothetical protein
MLDAINPC_00509	CDS	639	gfcB			putative lipoprotein GfcB
MLDAINPC_00510	CDS	738				hypothetical protein
MLDAINPC_00511	CDS	2097				hypothetical protein
MLDAINPC_00512	CDS	411	psiE			Protein PsiE
MLDAINPC_00513	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
MLDAINPC_00514	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
MLDAINPC_00515	CDS	1191	malE			Maltose/maltodextrin-binding periplasmic protein
MLDAINPC_00516	CDS	1110	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
MLDAINPC_00517	CDS	1359	lamB			Maltoporin
MLDAINPC_00518	CDS	918				hypothetical protein
MLDAINPC_00519	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
MLDAINPC_00520	CDS	873	ubiA	2.5.1.39		4-hydroxybenzoate octaprenyltransferase
MLDAINPC_00521	CDS	2421	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
MLDAINPC_00522	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
MLDAINPC_00523	CDS	609	lexA_1	3.4.21.88	COG1974	LexA repressor
MLDAINPC_00524	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
MLDAINPC_00525	CDS	129				hypothetical protein
MLDAINPC_00526	CDS	213				hypothetical protein
MLDAINPC_00527	CDS	516	zur		COG0735	Zinc uptake regulation protein
MLDAINPC_00528	CDS	1311				hypothetical protein
MLDAINPC_00529	CDS	540				hypothetical protein
MLDAINPC_00530	CDS	435				hypothetical protein
MLDAINPC_00531	CDS	273				hypothetical protein
MLDAINPC_00532	CDS	573				hypothetical protein
MLDAINPC_00533	CDS	810				hypothetical protein
MLDAINPC_00534	CDS	363				hypothetical protein
MLDAINPC_00535	CDS	537				hypothetical protein
MLDAINPC_00536	CDS	825				hypothetical protein
MLDAINPC_00537	CDS	363				hypothetical protein
MLDAINPC_00538	CDS	246				hypothetical protein
MLDAINPC_00539	CDS	276				hypothetical protein
MLDAINPC_00540	CDS	204				hypothetical protein
MLDAINPC_00541	CDS	675	lexA_2	3.4.21.88		LexA repressor
MLDAINPC_00542	CDS	201				hypothetical protein
MLDAINPC_00543	CDS	558				hypothetical protein
MLDAINPC_00544	CDS	339				hypothetical protein
MLDAINPC_00545	CDS	942				hypothetical protein
MLDAINPC_00546	CDS	489				hypothetical protein
MLDAINPC_00547	CDS	654				hypothetical protein
MLDAINPC_00548	CDS	327	lexA_3	3.4.21.88	COG1974	LexA repressor
MLDAINPC_00549	CDS	390	rusA_1	3.1.21.10	COG4570	Crossover junction endodeoxyribonuclease RusA
MLDAINPC_00550	CDS	810				hypothetical protein
MLDAINPC_00551	CDS	990				hypothetical protein
MLDAINPC_00552	CDS	753				hypothetical protein
MLDAINPC_00553	CDS	258				hypothetical protein
MLDAINPC_00554	CDS	387				hypothetical protein
MLDAINPC_00555	CDS	615				hypothetical protein
MLDAINPC_00556	CDS	345				hypothetical protein
MLDAINPC_00557	CDS	555				hypothetical protein
MLDAINPC_00558	CDS	351				hypothetical protein
MLDAINPC_00559	CDS	486				hypothetical protein
MLDAINPC_00560	CDS	1734				hypothetical protein
MLDAINPC_00561	CDS	183				hypothetical protein
MLDAINPC_00562	CDS	1242				hypothetical protein
MLDAINPC_00563	CDS	651				hypothetical protein
MLDAINPC_00564	CDS	1206				hypothetical protein
MLDAINPC_00565	CDS	324				hypothetical protein
MLDAINPC_00566	CDS	411				hypothetical protein
MLDAINPC_00567	CDS	507				hypothetical protein
MLDAINPC_00568	CDS	561				hypothetical protein
MLDAINPC_00569	CDS	171				hypothetical protein
MLDAINPC_00570	CDS	1497				hypothetical protein
MLDAINPC_00571	CDS	357				hypothetical protein
MLDAINPC_00572	CDS	270				hypothetical protein
MLDAINPC_00573	CDS	1833				hypothetical protein
MLDAINPC_00574	CDS	495				hypothetical protein
MLDAINPC_00575	CDS	1329				hypothetical protein
MLDAINPC_00576	CDS	1080				hypothetical protein
MLDAINPC_00577	CDS	549				hypothetical protein
MLDAINPC_00578	CDS	426				hypothetical protein
MLDAINPC_00579	CDS	1059				hypothetical protein
MLDAINPC_00580	CDS	585				hypothetical protein
MLDAINPC_00581	CDS	1533				hypothetical protein
MLDAINPC_00582	CDS	588				hypothetical protein
MLDAINPC_00583	CDS	408				hypothetical protein
MLDAINPC_00584	CDS	924				hypothetical protein
MLDAINPC_00585	CDS	564	hin_2			DNA-invertase hin
MLDAINPC_00586	CDS	249	dinI_1			DNA damage-inducible protein I
MLDAINPC_00587	CDS	1098				hypothetical protein
MLDAINPC_00588	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
MLDAINPC_00589	CDS	243	pspG			Phage shock protein G
MLDAINPC_00590	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
MLDAINPC_00591	CDS	1416	dnaB_1	5.6.2.3	COG0305	Replicative DNA helicase DnaB
MLDAINPC_00592	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
MLDAINPC_00593	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
MLDAINPC_00594	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
MLDAINPC_00595	CDS	417				hypothetical protein
MLDAINPC_00596	CDS	357	yjbR		COG2315	putative protein YjbR
MLDAINPC_00597	CDS	339				hypothetical protein
MLDAINPC_00598	CDS	444				hypothetical protein
MLDAINPC_00599	CDS	2826	uvrA		COG0178	UvrABC system protein A
MLDAINPC_00600	CDS	531	ssb_2			Single-stranded DNA-binding protein 1
MLDAINPC_00601	CDS	633				hypothetical protein
MLDAINPC_00602	CDS	1389				hypothetical protein
MLDAINPC_00603	CDS	1320	tolC_1		COG1538	Outer membrane protein TolC
MLDAINPC_00604	CDS	1278	prsE_1		COG0845	Type I secretion system membrane fusion protein PrsE
MLDAINPC_00605	CDS	16680				hypothetical protein
MLDAINPC_00606	CDS	2067	uup_1	3.6.1.-		ATP-binding protein Uup
MLDAINPC_00607	CDS	282				hypothetical protein
MLDAINPC_00608	CDS	1602	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
MLDAINPC_00609	CDS	324	soxS		COG2207	Regulatory protein SoxS
MLDAINPC_00610	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
MLDAINPC_00611	CDS	669				hypothetical protein
MLDAINPC_00612	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
MLDAINPC_00613	CDS	1689	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
MLDAINPC_00614	CDS	888	oxyR_2		COG0583	DNA-binding transcriptional dual regulator OxyR
MLDAINPC_00615	CDS	411	cidA			Holin-like protein CidA
MLDAINPC_00616	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
MLDAINPC_00617	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
MLDAINPC_00618	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
MLDAINPC_00619	CDS	1959	acs_1	6.2.1.1		Acetyl-coenzyme A synthetase
MLDAINPC_00620	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
MLDAINPC_00621	CDS	567	nrfB		COG3303	Cytochrome c-type protein NrfB
MLDAINPC_00622	CDS	672	ydhX		COG0437	putative ferredoxin-like protein YdhX
MLDAINPC_00623	CDS	957				hypothetical protein
MLDAINPC_00624	CDS	2223				hypothetical protein
MLDAINPC_00625	CDS	621	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
MLDAINPC_00626	CDS	1311	gltP		COG1301	Proton/glutamate-aspartate symporter
MLDAINPC_00627	CDS	690				hypothetical protein
MLDAINPC_00628	CDS	1680	fdhF_1	1.17.98.4	COG3383	Formate dehydrogenase H
MLDAINPC_00629	CDS	420	fdhF_2	1.17.98.4	COG3383	Formate dehydrogenase H
MLDAINPC_00630	CDS	909				hypothetical protein
MLDAINPC_00631	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
MLDAINPC_00632	CDS	444				hypothetical protein
MLDAINPC_00633	CDS	336				hypothetical protein
MLDAINPC_00634	CDS	1503	proP_1		COG0477	Proline/betaine transporter
MLDAINPC_00635	CDS	90				hypothetical protein
MLDAINPC_00636	CDS	1080	basS	2.7.13.3		Sensor protein BasS
MLDAINPC_00637	CDS	669	basR			Transcriptional regulatory protein BasR
MLDAINPC_00638	CDS	1644	eptA	2.7.-.-		Phosphoethanolamine transferase EptA
MLDAINPC_00639	CDS	1338	adiC			Arginine/agmatine antiporter
MLDAINPC_00640	CDS	762	adiY		COG2207	HTH-type transcriptional regulator AdiY
MLDAINPC_00641	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
MLDAINPC_00642	CDS	933	melR		COG2169	Melibiose operon regulatory protein
MLDAINPC_00643	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
MLDAINPC_00644	CDS	1431	melB			Melibiose permease
MLDAINPC_00645	CDS	1647	fumB_1	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
MLDAINPC_00646	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
MLDAINPC_00647	CDS	267				hypothetical protein
MLDAINPC_00648	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
MLDAINPC_00649	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
MLDAINPC_00650	CDS	2430	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
MLDAINPC_00651	CDS	627	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MLDAINPC_00652	CDS	774	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MLDAINPC_00653	CDS	594	dmsD_1		COG3381	Tat proofreading chaperone DmsD
MLDAINPC_00654	CDS	1401				hypothetical protein
MLDAINPC_00655	CDS	861	yjiK		COG3204	putative protein YjiK
MLDAINPC_00656	CDS	363				hypothetical protein
MLDAINPC_00657	CDS	273				hypothetical protein
MLDAINPC_00658	CDS	876	gadX		COG2207	HTH-type transcriptional regulator GadX
MLDAINPC_00659	CDS	294	tacA2			Antitoxin TacA2
MLDAINPC_00660	CDS	492	tacT2	2.3.1.-		tRNA-acetylating toxin 2
MLDAINPC_00661	CDS	753	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
MLDAINPC_00662	CDS	378				hypothetical protein
MLDAINPC_00663	CDS	333	hmrR_1			HTH-type transcriptional regulator HmrR
MLDAINPC_00664	CDS	873				hypothetical protein
MLDAINPC_00665	CDS	357				hypothetical protein
MLDAINPC_00666	CDS	243				hypothetical protein
MLDAINPC_00667	CDS	1371	dnaB_2	5.6.2.3	COG0305	Replicative DNA helicase DnaB
MLDAINPC_00668	CDS	1665				hypothetical protein
MLDAINPC_00669	CDS	726				hypothetical protein
MLDAINPC_00670	CDS	426				hypothetical protein
MLDAINPC_00671	CDS	609				hypothetical protein
MLDAINPC_00672	CDS	249				hypothetical protein
MLDAINPC_00673	CDS	1239				hypothetical protein
MLDAINPC_00674	CDS	435				hypothetical protein
MLDAINPC_00675	CDS	756				hypothetical protein
MLDAINPC_00676	CDS	2046	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
MLDAINPC_00677	CDS	465				hypothetical protein
MLDAINPC_00678	CDS	204				hypothetical protein
MLDAINPC_00679	CDS	561	ssb_3		COG0629	Single-stranded DNA-binding protein
MLDAINPC_00680	CDS	237				hypothetical protein
MLDAINPC_00681	CDS	264				hypothetical protein
MLDAINPC_00682	CDS	597				hypothetical protein
MLDAINPC_00683	CDS	723				hypothetical protein
MLDAINPC_00684	CDS	705				hypothetical protein
MLDAINPC_00685	CDS	675				hypothetical protein
MLDAINPC_00686	CDS	513				hypothetical protein
MLDAINPC_00687	CDS	600				hypothetical protein
MLDAINPC_00688	CDS	504				hypothetical protein
MLDAINPC_00689	CDS	2091				hypothetical protein
MLDAINPC_00690	CDS	759				hypothetical protein
MLDAINPC_00691	CDS	354				hypothetical protein
MLDAINPC_00692	CDS	363	arsD_1			Arsenical resistance operon trans-acting repressor ArsD
MLDAINPC_00693	CDS	1752	arsA_1			arsenite efflux transporter ATPase subunit ArsA
MLDAINPC_00694	CDS	1290	arsB_pKW301			arsenite efflux transporter membrane subunit ArsB
MLDAINPC_00695	CDS	426	arsC	1.20.4.1	COG1393	Arsenate reductase
MLDAINPC_00696	CDS	537	bar	2.3.1.183		Phosphinothricin N-acetyltransferase
MLDAINPC_00697	CDS	1758	arsA_2	7.3.2.7		Arsenical pump-driving ATPase
MLDAINPC_00698	CDS	363	arsD_2			Arsenical resistance operon trans-acting repressor ArsD
MLDAINPC_00699	CDS	546	sigL		COG1595	ECF RNA polymerase sigma factor SigL
MLDAINPC_00700	CDS	342				hypothetical protein
MLDAINPC_00701	CDS	243				hypothetical protein
MLDAINPC_00702	CDS	387				hypothetical protein
MLDAINPC_00703	CDS	357				hypothetical protein
MLDAINPC_00704	CDS	660				hypothetical protein
MLDAINPC_00705	CDS	936				hypothetical protein
MLDAINPC_00706	CDS	1506				hypothetical protein
MLDAINPC_00707	CDS	837				hypothetical protein
MLDAINPC_00708	CDS	2865				hypothetical protein
MLDAINPC_00709	CDS	387				hypothetical protein
MLDAINPC_00710	CDS	489				hypothetical protein
MLDAINPC_00711	CDS	96				hypothetical protein
MLDAINPC_00712	CDS	402				hypothetical protein
MLDAINPC_00713	CDS	993				hypothetical protein
MLDAINPC_00714	CDS	1434				hypothetical protein
MLDAINPC_00715	CDS	354				hypothetical protein
MLDAINPC_00716	CDS	1542				hypothetical protein
MLDAINPC_00717	CDS	180				hypothetical protein
MLDAINPC_00718	CDS	558				hypothetical protein
